Time,rsrp(dBm),rsrq(dB),rssi(dBm),nr_rsrp(dBm),nr_rsrq(dB),nr_rssi(dBm),Sent Bytes,RATE(MBit/s)
Wed Dec 15 16:13:58 UTC 2021,-95,-12,-65,0,0,0,4362107997,12.8753873119155
Wed Dec 15 16:14:01 UTC 2021,-96,-12,-64,0,0,0,4367237149,13.9442362288569
Wed Dec 15 16:14:04 UTC 2021,-96,-12,-65,0,0,0,4371681715,12.0670032089722
Wed Dec 15 16:14:06 UTC 2021,-95,-13,-65,0,0,0,4375688865,10.8978099421235
Wed Dec 15 16:14:09 UTC 2021,-96,-14,-66,0,0,0,4380459995,13.0001001680016
Wed Dec 15 16:14:12 UTC 2021,-95,-13,-61,0,0,0,4384719490,11.5092568195598
Wed Dec 15 16:14:15 UTC 2021,-90,-13,-60,0,0,0,4389373840,12.7019214896993
Wed Dec 15 16:14:18 UTC 2021,-94,-12,-64,0,0,0,4393274632,10.5000971672489
Wed Dec 15 16:14:21 UTC 2021,-95,-13,-65,0,0,0,4397925328,12.7476316152874
Wed Dec 15 16:14:24 UTC 2021,-96,-13,-66,0,0,0,4402125720,10.7174136027595
Wed Dec 15 16:14:27 UTC 2021,-96,-11,-66,0,0,0,4405079840,7.93606349074303
Wed Dec 15 16:14:30 UTC 2021,-102,-16,-70,0,0,0,4408312524,8.70088135786108
Wed Dec 15 16:14:33 UTC 2021,-103,-16,-69,0,0,0,4411005928,7.31233507111137
Wed Dec 15 16:14:36 UTC 2021,-102,-15,-70,0,0,0,4413610950,7.08299393211945
Wed Dec 15 16:14:39 UTC 2021,-101,-15,-70,0,0,0,4416863108,8.80381951639282
Wed Dec 15 16:14:42 UTC 2021,-101,-13,-70,0,0,0,4420569160,9.98472417570816
Wed Dec 15 16:14:45 UTC 2021,-98,-11,-68,0,0,0,4423945652,8.86326569100106
Wed Dec 15 16:14:48 UTC 2021,-92,-9,-65,0,0,0,4430518876,17.9285766165761
Wed Dec 15 16:14:51 UTC 2021,-95,-9,-66,0,0,0,4435180652,12.6443970074062
Wed Dec 15 16:14:54 UTC 2021,-96,-10,-69,0,0,0,4438798322,9.81664899281419
Wed Dec 15 16:14:57 UTC 2021,-97,-10,-69,0,0,0,4441810800,8.15780595667449
Wed Dec 15 16:15:00 UTC 2021,-97,-11,-67,0,0,0,4445841918,11.0353754217575
Wed Dec 15 16:15:03 UTC 2021,-97,-11,-68,0,0,0,4449865546,10.8172494814585
Wed Dec 15 16:15:06 UTC 2021,-97,-10,-67,0,0,0,4453568722,10.0536140911223
Wed Dec 15 16:15:09 UTC 2021,-94,-10,-61,0,0,0,4457972842,11.7134036034845
Wed Dec 15 16:15:12 UTC 2021,-95,-10,-66,0,0,0,4463063046,13.8361776394659
Wed Dec 15 16:15:15 UTC 2021,-95,-10,-67,0,0,0,4470207008,19.4274921877235
Wed Dec 15 16:15:18 UTC 2021,-95,-11,-61,0,0,0,4476673874,17.2843596290809
Wed Dec 15 16:15:21 UTC 2021,-96,-16,-64,0,0,0,4481407554,12.8111900833821
Wed Dec 15 16:15:24 UTC 2021,-95,-14,-65,0,0,0,4485489604,11.0955392623182
Wed Dec 15 16:15:26 UTC 2021,-88,-10,-60,-82,-10,-71,4509535140,65.1808622737961
Wed Dec 15 16:15:29 UTC 2021,-87,-9,-62,-83,-11,-72,4538614368,78.9851312946373
Wed Dec 15 16:15:33 UTC 2021,-83,-9,-54,-70,-10,-60,4572692370,92.7008308429793
Wed Dec 15 16:15:36 UTC 2021,-81,-8,-58,-71,-10,-60,4611282348,93.7414554946333
Wed Dec 15 16:15:39 UTC 2021,-85,-9,-59,-77,-10,-66,4647026126,96.750032302881
Wed Dec 15 16:15:42 UTC 2021,-93,-10,-68,-84,-11,-72,4668398092,57.9676178225611
Wed Dec 15 16:15:45 UTC 2021,-97,-11,-69,-82,-10,-71,4684891072,44.9988133110577
Wed Dec 15 16:15:47 UTC 2021,-97,-11,-62,-92,-10,-81,4697384392,33.9239929847361
Wed Dec 15 16:15:50 UTC 2021,-97,-12,-63,-96,-12,-83,4706117732,23.7397157981703
Wed Dec 15 16:15:53 UTC 2021,-98,-10,-71,-97,-12,-84,4713529836,19.9693264726409
Wed Dec 15 16:15:56 UTC 2021,-97,-10,-70,-102,-14,-88,4717527998,10.7964201824192
Wed Dec 15 16:15:59 UTC 2021,-98,-9,-71,-95,-11,-84,4721293970,10.2624847102516
Wed Dec 15 16:16:02 UTC 2021,-99,-10,-72,-92,-10,-81,4727910696,17.9808013734936
Wed Dec 15 16:16:05 UTC 2021,-104,-13,-74,-99,-13,-86,4735525090,20.6294805780608
Wed Dec 15 16:16:08 UTC 2021,-102,-12,-73,-95,-11,-84,4741424214,16.028891879232
Wed Dec 15 16:16:11 UTC 2021,-101,-11,-73,-94,-11,-83,4747550105,16.6465258564205
Wed Dec 15 16:16:14 UTC 2021,-104,-12,-73,-93,-10,-82,4754382719,17.1002660222039
Wed Dec 15 16:16:17 UTC 2021,-103,-11,-74,-94,-10,-83,4759369561,13.6096399981459
Wed Dec 15 16:16:20 UTC 2021,-104,-12,-73,-91,-10,-81,4764044154,12.6964498704136
Wed Dec 15 16:16:23 UTC 2021,-101,-11,-73,-93,-10,-83,4768136019,11.0089259113052
Wed Dec 15 16:16:26 UTC 2021,-104,-13,-74,-99,-12,-86,4774054677,16.0012242630668
Wed Dec 15 16:16:29 UTC 2021,-107,-16,-73,-95,-11,-83,4777634897,9.78216217916451
Wed Dec 15 16:16:32 UTC 2021,-100,-13,-68,-103,-14,-88,4781143213,9.56339058100032
Wed Dec 15 16:16:35 UTC 2021,-97,-13,-64,-97,-13,-83,4786142039,13.6521942832791
Wed Dec 15 16:16:38 UTC 2021,-90,-12,-60,-99,-13,-86,4793333937,19.4942641139625
Wed Dec 15 16:16:41 UTC 2021,-85,-14,-54,-104,-19,-85,4802022337,22.3029483572521
Wed Dec 15 16:16:44 UTC 2021,-77,-11,-47,-100,-15,-84,4811879177,26.4744124169046
Wed Dec 15 16:16:47 UTC 2021,-75,-11,-47,-98,-15,-83,4822929923,29.8821543751386
Wed Dec 15 16:16:50 UTC 2021,-74,-10,-43,-94,-11,-82,4834871979,32.4851458876581
Wed Dec 15 16:16:53 UTC 2021,-74,-11,-43,-99,-14,-84,4847563604,34.6192750738872
Wed Dec 15 16:16:56 UTC 2021,-74,-11,-47,-99,-13,-85,4861402128,37.6250188815523
Wed Dec 15 16:16:59 UTC 2021,-75,-11,-48,-95,-12,-82,4874794248,36.3988385670098
Wed Dec 15 16:17:02 UTC 2021,-76,-11,-47,-98,-13,-85,4888814030,37.7556845770743
Wed Dec 15 16:17:05 UTC 2021,-76,-11,-47,-100,-14,-85,4901232450,33.984864268319
Wed Dec 15 16:17:07 UTC 2021,-75,-11,-47,-99,-13,-85,4913954964,34.5852850329119
Wed Dec 15 16:17:10 UTC 2021,-75,-12,-44,-100,-14,-86,4926073784,32.8788786489309
Wed Dec 15 16:17:13 UTC 2021,-75,-11,-47,-98,-13,-84,4938625526,34.1386486249249
Wed Dec 15 16:17:16 UTC 2021,-75,-11,-48,-98,-12,-85,4951120344,34.0026402910906
Wed Dec 15 16:17:19 UTC 2021,-75,-11,-45,-98,-13,-85,4963793424,34.0909852524283
Wed Dec 15 16:17:22 UTC 2021,-76,-12,-45,-98,-13,-85,4976628288,34.7544287073464
Wed Dec 15 16:17:25 UTC 2021,-75,-11,-48,-99,-14,-85,4987848308,28.9752597525956
Wed Dec 15 16:17:28 UTC 2021,-75,-11,-43,-99,-13,-86,5000139398,33.2004997574597
Wed Dec 15 16:17:31 UTC 2021,-74,-11,-47,-99,-14,-85,5013224428,35.4886300200864
Wed Dec 15 16:17:34 UTC 2021,-74,-11,-42,-98,-12,-85,5024444448,30.3622931175312
Wed Dec 15 16:17:37 UTC 2021,-74,-10,-44,-102,-16,-86,5036882342,33.4975258440607
Wed Dec 15 16:17:40 UTC 2021,-75,-12,-44,-102,-16,-85,5047377330,28.1810817447068
Wed Dec 15 16:17:43 UTC 2021,-74,-12,-42,-96,-11,-84,5057431906,27.4158614251006
Wed Dec 15 16:17:46 UTC 2021,-74,-11,-45,-100,-15,-85,5069565758,32.956495940045
Wed Dec 15 16:17:49 UTC 2021,-74,-11,-44,-97,-13,-84,5082466534,34.6399459527973
Wed Dec 15 16:17:52 UTC 2021,-74,-10,-43,-98,-13,-85,5094866978,31.1507184706514
Wed Dec 15 16:17:55 UTC 2021,-73,-11,-45,-99,-14,-85,5105859354,29.978905150091
Wed Dec 15 16:17:58 UTC 2021,-74,-11,-44,-101,-15,-86,5119284430,36.6266029588499
Wed Dec 15 16:18:01 UTC 2021,-73,-11,-44,-97,-13,-83,5132660072,36.2389821818985
Wed Dec 15 16:18:04 UTC 2021,-74,-10,-44,-98,-14,-84,5146576492,37.7981135436773
Wed Dec 15 16:18:07 UTC 2021,-74,-10,-48,-98,-13,-85,5159892266,36.2640318045578
Wed Dec 15 16:18:10 UTC 2021,-74,-11,-47,-99,-14,-85,5172133922,33.3101704206255
Wed Dec 15 16:18:13 UTC 2021,-74,-10,-43,-97,-12,-85,5186246580,38.6330032318635
Wed Dec 15 16:18:16 UTC 2021,-74,-10,-44,-97,-12,-84,5198936138,34.478406976742
Wed Dec 15 16:18:19 UTC 2021,-74,-10,-45,-102,-16,-86,5213101286,38.3044258482074
Wed Dec 15 16:18:22 UTC 2021,-77,-11,-45,-95,-12,-83,5226573485,36.3174144292003
Wed Dec 15 16:18:25 UTC 2021,-71,-11,-42,-93,-12,-80,5242299489,42.8537600495617
Wed Dec 15 16:18:28 UTC 2021,-67,-11,-35,-87,-11,-76,5272485687,80.8661820628114
Wed Dec 15 16:18:31 UTC 2021,-63,-9,-35,-99,-17,-82,5287200541,38.7136951958949
Wed Dec 15 16:18:34 UTC 2021,-74,-10,-42,-97,-17,-79,5299626451,33.8828997256559
Wed Dec 15 16:18:36 UTC 2021,-88,-12,-59,0,0,0,5304748113,13.9214821507473
Wed Dec 15 16:18:39 UTC 2021,-87,-12,-54,-87,-10,-76,5313873929,24.7168509614862
Wed Dec 15 16:18:42 UTC 2021,-83,-12,-52,-97,-12,-84,5334170331,55.4797667291214
Wed Dec 15 16:18:45 UTC 2021,-84,-11,-53,-84,-10,-73,5354424789,54.1022723743433
Wed Dec 15 16:18:48 UTC 2021,-83,-10,-53,-85,-10,-75,5378842189,66.7612180590288
Wed Dec 15 16:18:51 UTC 2021,-83,-10,-55,-86,-10,-75,5402224471,63.5892625489373
Wed Dec 15 16:18:54 UTC 2021,-84,-11,-53,-84,-10,-74,5423677329,57.4638209633716
Wed Dec 15 16:18:57 UTC 2021,-84,-10,-56,-85,-10,-75,5448229549,66.8629243075656
Wed Dec 15 16:19:00 UTC 2021,-85,-11,-55,-85,-10,-74,5473455869,67.7966411672595
Wed Dec 15 16:19:03 UTC 2021,-85,-10,-58,-89,-11,-78,5497994607,63.191605558503
Wed Dec 15 16:19:06 UTC 2021,-87,-11,-58,-85,-10,-74,5521293001,63.1939156246388
Wed Dec 15 16:19:09 UTC 2021,-85,-11,-57,-87,-10,-76,5545672951,66.1911816009295
Wed Dec 15 16:19:12 UTC 2021,-86,-11,-59,-85,-10,-74,5570004965,65.5913604986939
Wed Dec 15 16:19:15 UTC 2021,-85,-10,-56,-85,-10,-75,5594660547,66.7016439386933
Wed Dec 15 16:19:18 UTC 2021,-83,-10,-57,-85,-10,-74,5619124385,66.4837460386242
Wed Dec 15 16:19:21 UTC 2021,-83,-9,-55,-85,-10,-74,5643462391,66.4054068522382
Wed Dec 15 16:19:24 UTC 2021,-83,-10,-55,-84,-10,-74,5668195869,67.1988499174299
Wed Dec 15 16:19:27 UTC 2021,-83,-10,-54,-84,-10,-74,5693498587,68.8406829790513
Wed Dec 15 16:19:30 UTC 2021,-83,-10,-53,-84,-10,-73,5720016183,71.7410119993003
Wed Dec 15 16:19:33 UTC 2021,-83,-10,-53,-84,-10,-73,5745597529,69.8604329922924
Wed Dec 15 16:19:36 UTC 2021,-83,-11,-56,-84,-10,-73,5770005941,65.5274180972196
Wed Dec 15 16:19:39 UTC 2021,-83,-10,-55,-84,-10,-74,5794781363,67.5129449566551
Wed Dec 15 16:19:42 UTC 2021,-83,-11,-55,-85,-10,-74,5816198269,56.6254907290575
Wed Dec 15 16:19:45 UTC 2021,-83,-10,-56,-88,-10,-78,5839570065,63.3932326754397
Wed Dec 15 16:19:48 UTC 2021,-83,-10,-57,-85,-10,-74,5864045999,66.2299180857021
Wed Dec 15 16:19:50 UTC 2021,-83,-10,-53,-85,-10,-74,5889555441,68.9939090345799
Wed Dec 15 16:19:53 UTC 2021,-88,-10,-58,-88,-10,-77,5914946541,69.0059815861296
Wed Dec 15 16:19:56 UTC 2021,-91,-13,-57,-92,-10,-81,5933090317,49.6021521476019
Wed Dec 15 16:19:59 UTC 2021,-98,-15,-65,-96,-11,-84,5948468785,41.7898083768736
Wed Dec 15 16:20:02 UTC 2021,-97,-13,-68,-88,-10,-77,5958822961,28.1229719044446
Wed Dec 15 16:20:05 UTC 2021,-94,-11,-67,-98,-18,-80,5969912655,29.8672472495451
Wed Dec 15 16:20:08 UTC 2021,-94,-9,-67,0,0,0,5975715907,15.6988459730431
Wed Dec 15 16:20:11 UTC 2021,-97,-11,-67,0,0,0,5978232547,6.77686708487544
Wed Dec 15 16:20:14 UTC 2021,-97,-13,-69,0,0,0,5980326751,5.41279301752167
Wed Dec 15 16:20:17 UTC 2021,-96,-14,-62,0,0,0,5983553443,8.70894041096119
Wed Dec 15 16:20:20 UTC 2021,-97,-15,-61,0,0,0,5986621347,8.33061529340207
Wed Dec 15 16:20:23 UTC 2021,-92,-13,-64,-96,-14,-81,5992138481,15.0885110984963
Wed Dec 15 16:20:26 UTC 2021,-92,-12,-61,-112,-20,-86,6000212701,21.938015326023
Wed Dec 15 16:20:29 UTC 2021,-93,-11,-66,-140,-20,-85,6008769277,23.1395369178802
Wed Dec 15 16:20:32 UTC 2021,-93,-11,-63,-99,-13,-85,6016341667,20.6595431727111
Wed Dec 15 16:20:35 UTC 2021,-92,-12,-61,-99,-14,-85,6023956001,20.6693534869374
Wed Dec 15 16:20:38 UTC 2021,-93,-12,-62,-97,-15,-82,6032177025,22.3624903285485
Wed Dec 15 16:20:41 UTC 2021,-95,-13,-67,-92,-11,-81,6037559339,14.6220155827523
Wed Dec 15 16:20:44 UTC 2021,-95,-13,-64,-100,-15,-84,6043028537,14.6975527291957
Wed Dec 15 16:20:47 UTC 2021,-94,-14,-61,-94,-12,-81,6047233423,11.3307836259183
Wed Dec 15 16:20:50 UTC 2021,-87,-12,-56,-140,-20,-77,6054136207,18.6929314986637
Wed Dec 15 16:20:53 UTC 2021,-89,-11,-62,-88,-11,-76,6071238873,45.624892197775
Wed Dec 15 16:20:56 UTC 2021,-85,-10,-56,-83,-10,-73,6092610839,57.8599384796685
Wed Dec 15 16:20:59 UTC 2021,-85,-10,-56,-89,-13,-75,6114898083,59.4767896015936
Wed Dec 15 16:21:02 UTC 2021,-76,-9,-55,-97,-15,-82,6137164355,59.6332041265324
Wed Dec 15 16:21:05 UTC 2021,-82,-9,-55,-89,-12,-76,6158526896,58.3532725126779
Wed Dec 15 16:21:07 UTC 2021,-77,-9,-50,-89,-11,-77,6179589594,57.1950733730746
Wed Dec 15 16:21:10 UTC 2021,-77,-9,-49,-90,-11,-78,6200788703,57.0399489638635
Wed Dec 15 16:21:13 UTC 2021,-75,-9,-52,-86,-11,-75,6224536508,64.2453025258529
Wed Dec 15 16:21:16 UTC 2021,-75,-9,-49,-81,-10,-71,6249701039,68.291703695573
Wed Dec 15 16:21:19 UTC 2021,-75,-10,-48,-84,-10,-73,6282179177,87.9521718782327
Wed Dec 15 16:21:22 UTC 2021,-74,-10,-47,-79,-10,-68,6318189599,97.6563400843001
Wed Dec 15 16:21:25 UTC 2021,-71,-9,-44,-74,-10,-64,6353783577,93.1386005712709
Wed Dec 15 16:21:28 UTC 2021,-69,-9,-41,-74,-10,-63,6388267537,93.0347659002777
Wed Dec 15 16:21:31 UTC 2021,-68,-9,-41,-102,-20,-78,6420619843,87.9783807547465
Wed Dec 15 16:21:34 UTC 2021,-68,-8,-42,-84,-10,-73,6450686201,81.0223910978711
Wed Dec 15 16:21:37 UTC 2021,-69,-9,-46,-88,-12,-76,6472828139,60.0977420911487
Wed Dec 15 16:21:40 UTC 2021,-69,-9,-39,-101,-19,-82,6490986895,49.3463257404808
Wed Dec 15 16:21:43 UTC 2021,-68,-8,-43,-97,-18,-78,6507042459,43.6709412265027
Wed Dec 15 16:21:46 UTC 2021,-68,-9,-39,-97,-15,-82,6524016297,45.7328475509166
Wed Dec 15 16:21:49 UTC 2021,-69,-8,-43,-90,-13,-77,6544222819,54.8517419262614
Wed Dec 15 16:21:52 UTC 2021,-68,-8,-41,-96,-20,-70,6562407041,48.843467281115
Wed Dec 15 16:21:55 UTC 2021,-68,-9,-39,-78,-11,-67,6590539481,75.847404507707
Wed Dec 15 16:21:58 UTC 2021,-72,-8,-48,-81,-14,-66,6627496639,99.7811434967069
Wed Dec 15 16:22:01 UTC 2021,-73,-9,-48,-85,-12,-73,6655435837,75.1838841893566
Wed Dec 15 16:22:04 UTC 2021,-73,-10,-44,-84,-11,-73,6680898841,66.3433607535025
Wed Dec 15 16:22:07 UTC 2021,-80,-11,-51,-86,-11,-75,6703415279,61.0300319937388
Wed Dec 15 16:22:10 UTC 2021,-78,-12,-46,-87,-12,-75,6726378121,62.000281733591
Wed Dec 15 16:22:13 UTC 2021,-77,-13,-48,-88,-12,-76,6747189835,56.4201485761183
Wed Dec 15 16:22:16 UTC 2021,-79,-13,-50,-90,-11,-78,6767292995,54.7561319849517
Wed Dec 15 16:22:19 UTC 2021,-79,-12,-49,-88,-11,-77,6787297287,54.2633429285512
Wed Dec 15 16:22:22 UTC 2021,-80,-11,-52,-89,-12,-77,6805909937,50.4972442217556
Wed Dec 15 16:22:25 UTC 2021,-81,-12,-52,-90,-11,-78,6827181537,57.8203988436362
Wed Dec 15 16:22:28 UTC 2021,-82,-12,-54,-91,-12,-79,6851536021,66.2709589358291
Wed Dec 15 16:22:31 UTC 2021,-89,-13,-57,-87,-11,-76,6878303783,68.7688179296349
Wed Dec 15 16:22:34 UTC 2021,-98,-17,-58,-85,-12,-73,6900522119,60.6842206073338
